,address,city,state,zip,fld_zone,zone_subty,x,y,geocoder
521,5000 CULBREATH KEY WAY UNIT 1104,TAMPA,FL,33611,AE,nan,-82.53024507431783,27.894291774320596,arcgis
523,7200 SUNSHINE SKYWA,ST PETERSBURG,FL,33711,AE,nan,-82.67865731505601,27.702687628428777,arcgis
525,23414 CHERBOURG LOOP,LAND O LAKES,FL,34639,AE,nan,-82.42833756023471,28.21960869162322,arcgis
526,2720 DR MARTIN LUTHER KING JR ST S,SAINT PETERSBURG,FL,33705,AE,nan,-82.6465625048831,27.743410015359245,arcgis
531,8714 BAY CREST LN,TAMPA,FL,33615,AE,nan,-82.58137753353519,27.98746819514194,arcgis
532,9600 W ORCHARD ST,CRYSTAL RIVER,FL,34428,AE,nan,-82.59473174931236,28.915031142027544,arcgis
534,4132 BURWELL RD,WEBSTER,FL,33597,AE,nan,-82.15605679999845,28.491274429713982,arcgis
539,509 4TH ST W,ZOLFO SPRINGS,FL,33890,AE,nan,-81.80090935984693,27.495463764059963,arcgis
543,5122 LADY SLIPPER AVE,NORTH PORT,FL,34291,AE,nan,-82.20902724294412,27.093642659994664,arcgis
551,634 10TH STREET,HOLLY HILL,FL,32117,A,nan,-81.05210742962181,29.237382458167843,arcgis
553,1809 24TH AVENUE W,BRADENTON,FL,34205,AE,nan,-82.58020197161483,27.478356718774076,arcgis
554,38350 ILEX TRL,EUSTIS,FL,32736,A,nan,-81.41134037701956,28.906885440883638,arcgis
556,6663 POMPEII RD,ORLANDO,FL,32822,AE,nan,-81.30144256227713,28.492862004084913,arcgis
557,329 CHIQUITA CT,KISSIMMEE,FL,34758,AE,nan,-81.4719936724156,28.17438865926784,arcgis
558,7727 ACADIAN DR,ORLANDO,FL,32822,AE,nan,-81.2820399651686,28.49483661283502,arcgis
559,7130 LAKNER WAY,ORLANDO,FL,32825,AE,nan,-81.29061163463193,28.52367392206732,arcgis
561,1400 JAMES ST,NEW SMYRNA BEACH,FL,32168,AE,nan,-80.93438125258986,28.99705900298293,arcgis
562,2044 HICKORYWOOD DR,SOUTH DAYTONA,FL,32119,AE,nan,-81.02222074802137,29.1622947292227,arcgis
563,737 ASHLEY LN,ORLANDO,FL,32825,A,nan,-81.27840850561779,28.55322746492611,arcgis
569,841 BENT CREEK DR,FORT PIERCE,FL,34947,AE,nan,-80.36912791448142,27.435654316766033,arcgis
570,791 BENT CREEK DR,FORT PIERCE,FL,34947,AE,nan,-80.36994347366041,27.44152873169702,arcgis
571,1265 VOLTAIRE STREE,DELTONA,FL,32725,A,nan,-81.23971076739939,28.941005193135293,arcgis
572,250 N BANANA RIVER DR H5,MERRITT ISLAND,FL,32952,AE,nan,-80.66487180100042,28.35828195715243,arcgis
574,5355 MAGNOLIA ROAD,SAINT CLOUD,FL,34773,A,nan,-80.96996553287366,28.123921723162724,arcgis
575,6923 BISMARCK RD,COCOA,FL,32927,A,nan,-80.78687149136648,28.480316097140406,arcgis
576,2678 DELAWARE ROAD,DELTONA,FL,32738,AE,nan,-81.19265199694436,28.924887338152608,arcgis
579,10039 MOORSHIRE CIR,ORLANDO,FL,32829,AE,nan,-81.24527744075529,28.47728771552322,arcgis
581,12328 S PUTNEY CT,LEESBURG,FL,34788,A,nan,-81.75188075832645,28.871253216113498,arcgis
583,21635 SHADY GROVE RD,GROVELAND,FL,34736,A,nan,-81.95239742377434,28.66276934214997,arcgis
584,4037 MEANDER PL,ROCKLEDGE,FL,32955,AH,nan,-80.72257885743048,28.288820245437705,arcgis
586,2582 WRIGHT AVE,MELBOURNE,FL,32935,A,nan,-80.66455689289819,28.113213129394378,arcgis
587,3819 SPIRITED CIR,SAINT CLOUD,FL,34772,A,nan,-81.2902566610325,28.1790665575206,arcgis
589,7732 GREVILLEA DR,ORLANDO,FL,32822,AE,nan,-81.28163050919846,28.49399993125998,arcgis
590,4326 SW CALAH CIR,PORT SAINT LUCIE,FL,34953,AH,nan,-80.33948573299655,27.216571316689542,arcgis
591,880 KIMBERLY ROAD S,PALM BAY,FL,32908,AE,nan,-80.69558175313081,27.918887463360473,arcgis
593,5071 19TH COURT SW.,NAPLES,FL,34116,AH,nan,-81.71120916572924,26.192653782755478,arcgis
594,7413 STATE ROAD 33,CLERMONT,FL,34714,A,nan,-81.8334574633436,28.45513698572998,arcgis
596,#6195 W 18TH AVE UNIT G317,HIALEAH,FL,33012,AH,nan,-80.31933815233344,25.8788324361103,arcgis
598,9956 SW 88 ST APT 128,MIAMI,FL,33176,AH,nan,-80.35694325768382,25.687114522578472,arcgis
599,6995 NW 186TH STREET UNIT E410,MIAMI,FL,33015,AE,nan,-80.31629401273852,25.94163753368978,arcgis
600,2001 GRANADA DR APT J4,COCONUT CREEK,FL,33066,AH,nan,-80.17612428412593,26.251768957009467,arcgis
601,312 NW 18 AVE,POMPANO BEACH,FL,33069,AH,nan,-80.14718417085105,26.234514976960853,arcgis
602,11050 SW 196TH APT 408,CUTLER BAY,FL,33157,AH,nan,-80.3689746094723,25.58475457857547,arcgis
603,14941 SW 82ND TER APT 5-102,MIAMI,FL,33193,AH,nan,-80.43564585989138,25.68980924584436,arcgis
605,11158 STONYBROOK LN,BOYNTON BEACH,FL,33437,AH,nan,-80.12847065000253,26.511105669900388,arcgis
607,300 DIPLOMAT PKWY #310,HALLANDALE BEACH,FL,33009,AE,nan,-80.12743439531295,25.988465634169252,arcgis
608,2193 45TH TERRACE SW,NAPLES,FL,34116,AH,nan,-81.6995379522907,26.18796792169472,arcgis
609,5309 NW 49TH TER,TAMARAC,FL,33319,AH,nan,-80.2146478463964,26.190747067421107,arcgis
610,5211 NW 4TH TER,POMPANO BEACH,FL,33064,AH,nan,-80.1289873943334,26.294848251293825,arcgis
611,14961 --#3SW 82ND LN,MIAMI,FL,33193,AH,nan,-80.43586404083112,25.688653674763106,arcgis
613,5286 STONYBROOK DR,BOYNTON BEACH,FL,33437,AH,nan,-80.12843762530409,26.51044844487231,arcgis
614,14900 SW 82 ND TER UNIT 14-204,MIAMI,FL,33193,AH,nan,-80.43442285639907,25.689214885090184,arcgis
616,3200 NE 10TH ST UNIT #9,POMPANO BEACH,FL,33062,AE,nan,-80.08933998648511,26.246547785702383,arcgis
617,740 TARPON COVE DR,NAPLES,FL,34110,AE,nan,-81.80742696011778,26.296107171241278,arcgis
618,5755 W 20TH AVE APT 312,HIALEAH,FL,33012,AH,nan,-80.32279459774608,25.874966492818196,arcgis
619,1224 SHIBUMY CIRCLE APT C,WEST PALM BEACH,FL,33415,AE,nan,-80.12347402988159,26.6603108805885,arcgis
622,14070 SW 260 ST APT 102,HOMESTEAD,FL,33032,AH,nan,-80.41990255025208,25.52446597978681,arcgis
626,8870 401 FONTAINEBL,MIAMI,FL,33172,AH,nan,-80.34247999999997,25.791710000000023,arcgis
627,1221 SW 122 AVE 408,MIAMI,FL,33184,AH,nan,-80.39133928734381,25.75597812689675,arcgis
628,4200 N OCEAN DR UNIT 2-1005,RIVIERA BEACH,FL,33404,AE,nan,-80.03431966529858,26.797095116599028,arcgis
629,13105 SW 263RD TER,HOMESTEAD,FL,33032,AH,nan,-80.40320169199407,25.522449293882843,arcgis
631,21250 NE 8TH PLACE APT 3,MIAMI,FL,33179,A,nan,-80.18502402127957,25.9707736577703,arcgis
632,11788 OLEANDER DR,ROYAL PALM BEACH,FL,33411,AE,nan,-80.23102357063024,26.687238289363293,arcgis
633,18043 NW40TH PL,MIAMI GARDENS,FL,33055,AE,nan,-80.26710330521084,25.93802644216365,arcgis
634,7201 MIAMI LAKEWAY SOUTH,MIAMI LAKES,FL,33014,AE,nan,-80.31635201550847,25.90475204675684,arcgis
635,1221 SW 122ND AVE APT 203,MIAMI,FL,33184,AH,nan,-80.39133928734381,25.75597812689675,arcgis
636,95 NE 41 ST # I-130,OAKLAND PARK,FL,33334,AH,nan,-80.14612084261427,26.177600303747923,arcgis
641,521 SW 89TH AVE,MIAMI,FL,33174,AH,nan,-80.33933393673006,25.76381264988511,arcgis
644,95 NE 41 ST I-140,OAKLAND PARK,FL,33334,AH,nan,-80.14612084261427,26.177600303747923,arcgis
646,1671 SW 122 COURT E-104,MIAMI,FL,33175,AH,nan,-80.39091994072815,25.7523984675074,arcgis
647,8763 NW 61 ST,TAMARAC,FL,33321,AH,nan,-80.26574040775465,26.20088254855982,arcgis
648,1045 S FLAGLER AVE APT 716,POMPANO BEACH,FL,33060,AH,nan,-80.12917665770712,26.21679877686167,arcgis
649,1025 S FLAGLER AVE # 802,POMPANO BEACH,FL,33060,AH,nan,-80.12913893914282,26.216928361084765,arcgis
650,18920 SW 312TH ST,HOMESTEAD,FL,33030,AH,nan,-80.49859311454864,25.477008272650146,arcgis
653,8575 NW 61 STREET,TAMARAC,FL,33321,AH,nan,-80.26574040775465,26.20088254855982,arcgis
654,11238 SW 234 TER,MIAMI,FL,33032,AE,nan,-80.37209527584378,25.54976918527371,arcgis
655,2727 NW 17TH TERR #501,MIAMI,FL,33125,AE,nan,-80.24047994997375,25.791046710587665,arcgis
657,APT E 5023SOCIETY PLACE EAST,WEST PALM BEACH,FL,33415,AE,nan,-80.1211845968483,26.667433360902365,arcgis
658,510 S 57TH TER,HOLLYWOOD,FL,33023,AH,nan,-80.20166050652124,26.005702515135383,arcgis
659,19805 SW 114TH AVE APT 114,MIAMI,FL,33157,AH,nan,-80.37664572725832,25.58202429934499,arcgis
660,5150 W 12TH AVE APT 217,HIALEAH,FL,33012,AH,nan,-80.30753148733987,25.869152385680536,arcgis
663,1521 WINDORAH WAY G,WEST PALM BEACH,FL,33411,AE,nan,-80.17360753387851,26.701757002948668,arcgis
664,746 #4 SW 2ND ST,MIAMI,FL,33130,AE,nan,-80.20690967338481,25.77176963247902,arcgis
665,11005 SW 1ST ST #312,SWEETWATER,FL,33174,AH,nan,-80.37546496855815,25.76750751853343,arcgis
668,403 SW 148TH AVE UNIT 6B,HOLLYWOOD,FL,33027,AH,nan,-80.34520847738968,26.00514935143532,arcgis
669,9441 SW 4TH ST APT 402,MIAMI,FL,33174,AH,nan,-80.35027600841144,25.765457514564346,arcgis
671,400 JEFFERSON AVE,LEHIGH ACRES,FL,33936,AE,nan,-81.59421523175857,26.614715213242317,arcgis
672,7865 SW 17TH STREET,MIAMI,FL,33155,AH,nan,-80.32317438177913,25.7545607051601,arcgis
673,496 NW 165TH STREET RD APT D315,MIAMI,FL,33169,AE,nan,-80.20860189581667,25.92417199440467,arcgis
674,23494 SW 113TH PASS,HOMESTEAD,FL,33032,AE,nan,-80.37603996711601,25.548876889771265,arcgis
676,20756 SW 83RD AVE,CUTLER BAY,FL,33189,AE,nan,-80.32508101329448,25.574635651695832,arcgis
677,4803 NW 7TH ST APT 201,MIAMI,FL,33126,AH,nan,-80.27451600892213,25.78082497966514,arcgis
678,1581 BALFOUR PT DR,WEST PALM BEACH,FL,33411,AE,nan,-80.1736415644054,26.703360377207087,arcgis
679,20441 NW 15TH AVE,MIAMI GARDENS,FL,33169,AE,nan,-80.22815260115452,25.963811439445163,arcgis
680,15599 SW 106TH LN APT 1209,MIAMI,FL,33196,AH,nan,-80.44764388373477,25.667220519700706,arcgis
682,13500 NE 3RD CT UNI,NORTH MIAMI,FL,33161,AE,nan,-80.19194705420743,25.899795408314,arcgis
684,1721 BALFOUR POINT DR UNIT E,WEST PALM BEACH,FL,33411,AE,nan,-80.17325448811671,26.704431165337812,arcgis
685,700 NW 214TH ST APT 221,MIAMI,FL,33169,AE,nan,-80.21502117636402,25.97173736708779,arcgis
686,13770 NE 3RD COURT #103,NORTH MIAMI,FL,33161,AE,nan,-80.19204612830296,25.901714612684067,arcgis
689,3450 NW 18TH TERRACE,MIAMI,FL,33125,AE,nan,-80.25250923831598,25.791681514024553,arcgis
690,1641 B BALFOUR PT DR,WEST PALM BEACH,FL,33411,AE,nan,-80.17366226770623,26.70388441379363,arcgis
691,3540 NW 207TH ST,MIAMI GARDENS,FL,33056,AE,nan,-80.26142171596243,25.96403473334571,arcgis
692,14830 N SPUR DR,MIAMI,FL,33161,AE,nan,-80.19280871385378,25.91148950434828,arcgis
693,14032 SW 38TH TERRACE,MIAMI,FL,33175,AH,nan,-80.4214392883803,25.731631170833275,arcgis
694,700 NW 214TH ST #119,MIAMI GARDENS,FL,33169,AE,nan,-80.21502117636402,25.97173736708779,arcgis
695,600 NE 36 ST 2009,MIAMI,FL,33137,AE,nan,-80.18620880329338,25.810722515830044,arcgis
696,17354 SW 139TH CT,MIAMI,FL,33177,AH,nan,-80.41869471800456,25.60604184661342,arcgis
697,11281 SW 64TH LN,MIAMI,FL,33173,AH,nan,-80.37561978230984,25.70748911039324,arcgis
698,17710 NW 33 CT,MIAMI,FL,33056,AE,nan,-80.25664537225698,25.935378473221963,arcgis
700,700 710 NW 214TH ST,MIAMI,FL,33169,AE,nan,-80.21500280477916,25.971649903421753,arcgis
701,4132 16TH AVE NE,NAPLES,FL,34120,AH,nan,-81.5239993583057,26.259972744742328,arcgis
703,401 AVE S SW,MOORE HAVEN,FL,33471,AH,nan,-81.09598971023037,26.82687748541448,arcgis
704,1059 SW 140TH PATH,MIAMI,FL,33184,AH,nan,-80.42343066093669,25.757210727667996,arcgis
705,520 2ND ST NE,NAPLES,FL,34120,AH,nan,-81.60269679576275,26.239259217977178,arcgis
706,20554 NW 19TH AVE,MIAMI GARDENS,FL,33056,AE,nan,-80.23483817476543,25.963552438637024,arcgis
708,6095 W 18TH AVE,HIALEAH,FL,33012,AH,nan,-80.3193376494195,25.878820701445843,arcgis
709,1601 BALFOUR POINT DR,WEST PALM BEACH,FL,33411,AE,nan,-80.17365732238338,26.70341708078208,arcgis
710,374 BURNT PINE DR,NAPLES,FL,34119,AH,nan,-81.68996355575047,26.267278998283334,arcgis
711,205 NW 28TH TER,FORT LAUDERDALE,FL,33311,AH,nan,-80.18086500474297,26.123664097918038,arcgis
712,7035 NW 186TH ST 304D,MIAMI,FL,33015,AE,nan,-80.31689097188269,25.94163749178029,arcgis
713,14730 NE 10TH AVE,NORTH MIAMI,FL,33161,AE,nan,-80.17940931961851,25.91111143860552,arcgis
714,15951 S.W. 42ND TER,MIAMI,FL,33185,AH,nan,-80.45376393033825,25.727966854222412,arcgis
715,1520 CITATION DRIVE,WEST PALM BEACH,FL,33417,AE,nan,-80.13186666189308,26.700162136321964,arcgis
716,9063 1201 GERVAIS C,NAPLES,FL,34120,AH,nan,-81.58979499999998,26.291530000000023,arcgis
718,3020 ORANGE GROVE TRL 2 2,NAPLES,FL,34120,AH,nan,-81.5935899417817,26.286711141600584,arcgis
720,1401 WINDORAH WAY APT C,WEST PALM BEACH,FL,33411,AE,nan,-80.17360460021241,26.70010291817603,arcgis
721,10837 SW 242ND STRE,HOMESTEAD,FL,33032,AE,nan,-80.36673429439158,25.542620427693578,arcgis
722,5260 S LANDINGS DR #1304,FORT MYERS,FL,33919,AE,nan,-81.92078951835668,26.552627019841267,arcgis
724,21121 NW 14TH PL UNIT 342,MIAMI GARDENS,FL,33169,AE,nan,-80.22753426815709,25.969300077282483,arcgis
725,3589 S OCEAN BLVD UNIT 901,PALM BEACH,FL,33480,AE,nan,-80.03877397628463,26.588739401934955,arcgis
727,UNIT 13 3065 SE 1ST DRIVE,HOMESTEAD,FL,33033,AH,nan,-80.43261186239897,25.469503787099196,arcgis
728,8240 SW 149TH 7-105,MIAMI,FL,33193,AH,nan,-80.4360845687036,25.690067073185965,arcgis
729,2830 ORANGE GROVE TRAIL,NAPLES,FL,34120,AH,nan,-81.59187114871655,26.279043753761385,arcgis
730,2210 ARTERRA COURT,ROYAL PALM BEACH,FL,33411,AE,nan,-80.2120115702096,26.712490197602893,arcgis
731,5030 5TH AVE UNIT 81,STOCK ISLAND,FL,33040,AE,nan,-81.7469139777808,24.568772527653913,arcgis
733,441 SE 10TH ST UNIT 206D,DANIA BEACH,FL,33004,AE,nan,-80.1365731843452,26.03934986332417,arcgis
734,14316 SW 274TH WAY,HOMESTEAD,FL,33032,AH,nan,-80.42224193942835,25.511891993466673,arcgis
736,2934 SE 1ST DR UNIT #3,HOMESTEAD,FL,33033,AH,nan,-80.43347234857896,25.46945797999826,arcgis
737,6811 OSAGE CIR,GREENACRES,FL,33413,AE,nan,-80.15574687167803,26.662759318325044,arcgis
738,129 ARTIC AVE,TAVERNIER,FL,33070,AE,nan,-80.49596496880798,25.027769987949995,arcgis
739,201 LAKEVIEW DR E,ROYAL PALM BEACH,FL,33411,AE,nan,-80.22446213300546,26.707051976913142,arcgis
740,2853 SE 1ST DR 21,HOMESTEAD,FL,33033,AH,nan,-80.43446342481039,25.469926612204883,arcgis
741,27849 HAROLD ST,BONITA SPRINGS,FL,34135,AE,nan,-81.77223352797894,26.333486058904555,arcgis
742,421 MONROE AVENUE,LEHIGH ACRES,FL,33972,AE,nan,-81.57714221699968,26.617705541019195,arcgis
745,6452 BISHOFF ROAD,WEST PALM BEACH,FL,33413,AE,nan,-80.1445136964994,26.68330382401272,arcgis
747,24108 SW 114TH PL,MIAMI,FL,33032,AE,nan,-80.37737746740575,25.543104985516095,arcgis
750,600 AVE C,WEST POINT,GA,31833,AE,nan,-85.17835625688463,32.872996792603736,arcgis
752,1418 CALDWELL ST,ROSSVILLE,GA,30741,AE,nan,-85.30360510819752,34.96769164454554,arcgis
755,77 WILLOW AVE,WARNER ROBINS,GA,31093,AE,FLOODWAY,-83.62869013269837,32.62276249128516,arcgis
757,110 WINDING WAY,RICHMOND HILL,GA,31324,A,nan,-81.34056383806302,31.925153830985195,arcgis
766,1006 MOUNTAIN VIEW,DALTON,GA,30720,AE,nan,-84.97291203819809,34.785875214629776,arcgis
768,343 SHORE DR,BRUNSWICK,GA,31520,AE,nan,-81.51807125728486,31.21192767341244,arcgis
774,318 COOK ROAD,MOULTRIE,GA,31768,A,nan,-83.68791800164063,31.10332574281065,arcgis
779,942 FOURTEENTH AVE,AUGUSTA,GA,30904,AE,nan,-81.99611332360477,33.44411804966818,arcgis
782,336 SMILEY LOOP RD,RICEBORO,GA,31323,AE,nan,-81.4347786928689,31.77639793221671,arcgis
786,1326 E 33RD ST,SAVANNAH,GA,31406,AE,nan,-81.07762697202973,32.05458336605441,arcgis
788,168 REYNOLDS DR SE,ROSSVILLE,GA,30741,AE,nan,-85.2135305782843,34.95622012995002,arcgis
791,967 BRIGHTON RD,COLUMBUS,GA,31906,AE,nan,-84.93252434066154,32.46506268273346,arcgis
797,298 CYPRESS POINT CIR,LEESBURG,GA,31763,AE,nan,-84.17927002728896,31.678680028616807,arcgis
798,1875 BRITTAIN RD,DOUGLASVILLE,GA,30134,AE,nan,-84.82969858908558,33.75608619943075,arcgis
800,363 CEDAR CREEK RD,CLAXTON,GA,30417,A,nan,-81.91975100055346,32.17834807568156,arcgis
810,384 DEDMON ROAD,RINGGOLD,GA,30736,A,nan,-85.14293441788425,34.885839594009475,arcgis
815,3353 WALDROP TRAIL,DECATUR,GA,30034,AE,nan,-84.25758617197056,33.684725609461196,arcgis
821,116 BROWN LOOP NW,CARTERSVILLE,GA,30121,A,nan,-84.82434976139308,34.2799775275775,arcgis
822,3814 ENSIGN DR,ATLANTA,GA,30341,AE,nan,-84.30483546308473,33.904116812117415,arcgis
828,614 GABLE RD,LEESBURG,GA,31763,AE,nan,-84.10007260930726,31.620656681070297,arcgis
831,2314 RADIUM SPRINGS,ALBANY,GA,31705,AE,nan,-84.13692808902664,31.53475265090108,arcgis
840,803 WESTVIEW DRIVE,ALBANY,GA,31705,AE,nan,-84.14947621717559,31.476020613441374,arcgis
843,3680 MOUNT OLIVE RD,MIDVILLE,GA,30441,A,nan,-82.12012098269594,32.785051349915946,arcgis
851,4525 SYLVESTER RD,SYLVESTER,GA,31791,A,nan,-83.98701699636273,31.556368992457337,arcgis
855,402 S AUDUBON DR,ALBANY,GA,31707,AE,nan,-84.20874113412984,31.587472474941784,arcgis
857,2569 HOUGHTON HILL DR,NORTH POLE,AK,99705,A,nan,-147.26805068890945,64.75262808834778,arcgis
858,1287 S RIVER OAKS DR.,BLACKSHEAR,GA,31516,AE,FLOODWAY,-82.35410633606568,31.263426337979404,arcgis
859,654 CARL CROSMAN WAY,NORTH POLE,AK,99705,AO,nan,-147.35087260946176,64.83803775386792,arcgis
862,438 WAKEFIELD STREET,TWIN FALLS,ID,83301,A,nan,-114.44483267816001,42.55292966615079,arcgis
863,409 HILL ST,SMELTERVILLE,ID,83868,AE,nan,-116.17964347646546,47.54144281034407,arcgis
864,245 N 1ST W,DOWNEY,ID,83234,AO,nan,-112.1257028133263,42.43187306562061,arcgis
865,4230 SW 74TH AVE,DAVIE,FL,33314,AH,nan,-80.24578787397857,26.068109639952013,arcgis
866,296 1ST ST N,NAMPA,ID,83687,AE,nan,-116.56833068307871,43.588097558165074,arcgis
868,1494 LINCOLN PL,CALUMET CITY,IL,60409,AE,nan,-87.53329755157857,41.59019801374069,arcgis
869,14502 S CAMPBELL AVE,POSEN,IL,60469,A,nan,-87.68146428637279,41.62970934139085,arcgis
870,14921 S ASHLAND AVE,HARVEY,IL,60426,AH,nan,-87.65592965653902,41.618241347194754,arcgis
875,702 E 1ST ST,DALLAS CITY,IL,62330,AE,nan,-91.15511766223003,40.64351418551213,arcgis
878,2105 TOE HEAD ROAD,MEREDOSIA,IL,62665,AE,nan,-90.5342586946368,39.82864370561608,arcgis
882,25980 BELTREES RD,DOW,IL,62022,AE,nan,-90.31264000121162,38.95861753679755,arcgis
887,200 S FUTURE ST,MARION,IL,62959,AE,nan,-88.91998477695513,37.73018001473052,arcgis
890,618 6TH ST,COLONA,IL,61241,AE,nan,-90.36423338128442,41.47373046328951,arcgis
895,1290 COUNTY RD 1700 E,CARMI,IL,62821,AE,nan,-88.0604851469678,38.06641947388016,arcgis
896,804 SHERIDAN DR,WAUCONDA,IL,60084,A,nan,-88.1279860381633,42.27530338907397,arcgis
897,1994 TALL OAKS DRIVE UNIT 3B,AURORA,IL,60505,AE,FLOODWAY,-88.27780811501572,41.79680974772052,arcgis
898,17134 GRANT ST,LANSING,IL,60438,AE,nan,-87.53398822040025,41.58330599385468,arcgis
899,17123 WILLIAM ST,LANSING,IL,60438,AE,nan,-87.53278231599027,41.583753336027144,arcgis
902,4711 SAINT JOSEPH CREEK RD UNIT 3G,LISLE,IL,60532,AE,FLOODWAY,-88.06721975471227,41.79986226921899,arcgis
904,1530 FREELAND AVE,CALUMET CITY,IL,60409,AE,nan,-87.53459356144755,41.58920433911925,arcgis
906,12824 S KENNETH AVE APT F5,ALSIP,IL,60803,A,nan,-87.72965268591872,41.65934557172431,arcgis
907,10400 CIRCLE DR 304,OAK LAWN,IL,60453,AE,nan,-87.76245057013,41.703853603314585,arcgis
908,5153 S WENDELL DR,ROCHELLE,IL,61068,AE,nan,-89.07479308036838,41.946340846804134,arcgis
909,1930 KENILWORTH CIR APT F,HOFFMAN ESTATES,IL,60169,AE,nan,-88.12108748039289,42.061607982992,arcgis
912,2600 CREEK VIEW RD,AURORA,IL,60506,AE,nan,-88.3805338990629,41.72674008926487,arcgis
913,17117 GREENBAY AVE,LANSING,IL,60438,AE,nan,-87.54058251508533,41.58416501320161,arcgis
916,10408 LINDER AVE,OAK LAWN,IL,60453,AE,nan,-87.75727927114694,41.70310388398502,arcgis
917,25270 SHANNON LN,SYCAMORE,IL,60178,A,nan,-88.74582307820472,41.999778790399326,arcgis
918,3244 203RD ST,LYNWOOD,IL,60411,AE,nan,-87.53794808291735,41.52648197092424,arcgis
919,340 E ALDEN DR,ADDISON,IL,60101,AE,nan,-87.9802095647809,41.926947469789084,arcgis
920,650 RAWSON BRIDGE RD,CARY,IL,60013,AE,FLOODWAY,-88.20969702126887,42.24715616192995,arcgis
921,2411 POPLAR ST,JOLIET,IL,60435,AE,nan,-88.1446298156607,41.57402932251534,arcgis
922,7 N101 BRIERWOOD DR,ST CHARLES,IL,60175,A,nan,-88.42157150079552,41.97061391639087,arcgis
924,6904 WILL JAMES RD,ROCKFORD,IL,61109,AE,nan,-89.08070391466873,42.1816463080149,arcgis
925,1970 TALL OAKS DRIVE UNIT 1A,AURORA,IL,60505,AE,nan,-88.27707201627877,41.79641885766596,arcgis
926,3603 WARREN AVE,BELLWOOD,IL,60104,AE,nan,-87.8770842439854,41.87893856869965,arcgis
928,3524 SAINT PAUL AVE,BELLWOOD,IL,60104,AE,nan,-87.87698307441408,41.880123266894394,arcgis
929,4332 HIRSCHBERG AVE,SCHILLER PARK,IL,60176,AE,nan,-87.87430748710149,41.95778298282892,arcgis
932,14311 S CLEVELAND AVE,POSEN,IL,60469,A,nan,-87.68640181407625,41.63299668190675,arcgis
934,1500 W 9TH ST,BELVIDERE,IL,61008,AE,nan,-88.85913115407303,42.2450862928503,arcgis
935,10 S WISCONSIN AVE,ADDISON,IL,60101,AE,nan,-87.98612475767094,41.92680883311053,arcgis
936,3039 LAWNDALE AVE,ROCKFORD,IL,61101,AE,nan,-89.1056411662631,42.29522335915606,arcgis
938,4156 SUMTER DR,MATTESON,IL,60443,AE,nan,-87.71748937094468,41.49656335427271,arcgis
941,524 FRANCIS ST,JOLIET,IL,60432,AE,nan,-88.06840679983999,41.54153930560756,arcgis
942,111 E 151ST ST,HARVEY,IL,60426,AH,nan,-87.6496754156657,41.6153746943993,arcgis
943,25123 W MITCHELL CT,INGLESIDE,IL,60041,AE,nan,-88.12253612471862,42.380284882327686,arcgis
947,3012 MADISON ST,BELLWOOD,IL,60104,AE,nan,-87.87032985494953,41.8781818923904,arcgis
948,14816 KARLOV AVE,MIDLOTHIAN,IL,60445,AE,FLOODWAY,-87.72004593523228,41.62308109999776,arcgis
949,1750 N MARYWOOD AVE UNIT 516 516,AURORA,IL,60505,AE,nan,-88.28422580300105,41.7928513101269,arcgis
951,223 6TH STREET CT W,ANDALUSIA,IL,61232,AE,nan,-90.72721387759181,41.44142472252317,arcgis
952,18008 GREENVIEW TER,COUNTRY CLUB HILLS,IL,60478,AE,FLOODWAY,-87.71618749374353,41.56230500972006,arcgis
954,124 5TH ST,CARBON CLIFF,IL,61239,AO,nan,-90.3889194272407,41.49193750763872,arcgis
955,1860 ALA MOANA BLVD #510,HONOLULU,HI,96815,AE,nan,-157.83592018198036,21.285018921496896,arcgis
956,4741 GEORGIA ST,GARY,IN,46409,A,nan,-87.32645305214744,41.53214788601369,arcgis
957,7059 SH 43,SPENCER,IN,47460,A,nan,-86.73540172480782,39.18730829338874,arcgis
960,1711 GRUBER,FORT WAYNE,IN,46804,AE,nan,-85.16020667048181,41.057350789689124,arcgis
969,7405 S 020 E,WOLCOTTVILLE,IN,46795,A,nan,-85.41931342585909,41.53423900321791,arcgis
972,496 N ULE TRAIL,WALKERTON,IN,46574,A,nan,-86.46105951930427,41.471623671926146,arcgis
977,4008 DEER TRL,EVANSVILLE,IN,47715,AE,nan,-87.50043277977986,38.006427343006486,arcgis
978,3746 E PLEASANT RUN PARKWAY NO,INDIANAPOLIS,IN,46201,AE,nan,-86.10609899559343,39.76125400036631,arcgis
983,1008 REED RD,FORT WAYNE,IN,46815,AE,FLOODWAY,-85.07877103289525,41.08796845706552,arcgis
985,894 JORDAN CIR,SCHERERVILLE,IN,46375,AE,nan,-87.42933278317993,41.493433677355505,arcgis
